Date,Spot_Price,Forward_Price,Var_Strike,Realized_Var,Payoff_USD,Vega_Notional,ATM_IV,Convexity_Value
2025-04-09 21:16:36.693979,5312.19,5388.62,1445.49,1716.56,27106960.0,47900187.0,0.2395,734.79
2025-04-10 21:16:36.693979,5288.27,5364.36,1626.89,1972.34,34544666.0,50816998.0,0.2541,1193.33
2025-04-11 21:16:36.693979,5235.99,5311.33,1198.55,1318.8,12024726.0,43617266.0,0.2181,144.59
2025-04-12 21:16:36.693979,5380.03,5457.44,1298.55,1426.17,12762347.0,45400272.0,0.227,162.88
2025-04-13 21:16:36.693979,5313.02,5389.47,1237.42,1519.05,28162177.0,44318895.0,0.2216,793.11
2025-04-14 21:16:36.693979,5271.64,5347.49,1637.07,1293.28,-34378521.0,50975650.0,0.2549,1181.88
2025-04-15 21:16:36.693979,5389.18,5466.72,1258.26,1440.61,18234953.0,44690467.0,0.2235,332.51
2025-04-16 21:16:36.693979,5276.16,5352.08,1088.91,1366.55,27764067.0,41574290.0,0.2079,770.84
2025-04-17 21:16:36.693979,5265.03,5340.78,1446.95,1169.95,-27700424.0,47924422.0,0.2396,767.31
2025-04-18 21:16:36.693979,5267.46,5343.25,1250.96,1443.33,19236652.0,44560679.0,0.2228,370.05
2025-04-19 21:16:36.693979,5297.94,5374.17,1271.98,1149.41,-12256494.0,44933455.0,0.2247,150.22
2025-04-20 21:16:36.693979,5300.28,5376.55,1351.49,1397.01,4551994.0,46316623.0,0.2316,20.72
2025-04-21 21:16:36.693979,5384.87,5462.35,1427.68,2204.08,77639530.0,47604200.0,0.238,6027.9
2025-04-22 21:16:36.693979,5284.69,5360.72,1279.07,1112.69,-16637369.0,45058462.0,0.2253,276.8
2025-04-23 21:16:36.693979,5304.89,5381.22,1208.08,1058.07,-15001505.0,43790321.0,0.219,225.05
2025-04-24 21:16:36.693979,5196.3,5271.06,1624.69,1480.88,-14381031.0,50782667.0,0.2539,206.81
2025-04-25 21:16:36.693979,5366.46,5443.67,1238.96,1464.48,22552576.0,44346340.0,0.2217,508.62
2025-04-26 21:16:36.693979,5297.7,5373.93,1344.01,1014.76,-32924639.0,46188207.0,0.2309,1084.03
2025-04-27 21:16:36.693979,5354.26,5431.3,1156.57,1475.85,31927854.0,42846473.0,0.2142,1019.39
2025-04-28 21:16:36.693979,5223.15,5298.3,1062.49,1181.05,11856056.0,41066927.0,0.2053,140.57
2025-04-29 21:16:36.693979,5288.91,5365.01,1314.06,1386.71,7264966.0,45670612.0,0.2284,52.78
2025-04-30 21:16:36.693979,5389.28,5466.82,1318.64,1173.23,-14540584.0,45750187.0,0.2288,211.43
2025-05-01 21:16:36.693979,5278.88,5354.83,1459.93,956.7,-50323204.0,48138825.0,0.2407,2532.42
2025-05-02 21:16:36.693979,5327.04,5403.69,937.75,1289.19,35143605.0,38580986.0,0.1929,1235.07
2025-05-03 21:16:36.693979,5277.89,5353.83,1267.8,1280.45,1264504.0,44859576.0,0.2243,1.6
2025-05-04 21:16:36.693979,5230.46,5305.71,1276.64,1043.1,-23353826.0,45015630.0,0.2251,545.4
2025-05-05 21:16:36.693979,5340.05,5416.88,916.23,987.35,7111798.0,38135743.0,0.1907,50.58
2025-05-06 21:16:36.693979,5301.95,5378.24,978.63,1432.92,45428932.0,39412971.0,0.1971,2063.79
2025-05-07 21:16:36.693979,5301.59,5377.87,998.29,1090.22,9193184.0,39806935.0,0.199,84.51
2025-05-08 21:16:36.693979,5226.92,5302.13,1636.18,1244.62,-39155366.0,50961808.0,0.2548,1533.14
2025-05-09 21:16:36.693979,5326.96,5403.61,1061.75,1459.71,39795839.0,41052695.0,0.2053,1583.71
2025-05-10 21:16:36.693979,5307.81,5384.18,904.97,450.9,-45406974.0,37900575.0,0.1895,2061.79
2025-05-11 21:16:36.693979,5209.33,5284.28,965.13,1413.2,44807230.0,39140063.0,0.1957,2007.69
2025-05-12 21:16:36.693979,5214.02,5289.04,1398.87,1812.88,41400381.0,47121466.0,0.2356,1713.99
2025-05-13 21:16:36.693979,5229.36,5304.6,772.15,533.59,-23856869.0,35009165.0,0.175,569.15
2025-05-14 21:16:36.693979,5310.81,5387.22,945.77,918.54,-2722629.0,38745546.0,0.1937,7.41
2025-05-15 21:16:36.693979,5269.54,5345.36,972.98,1237.58,26460625.0,39298951.0,0.1965,700.16
2025-05-16 21:16:36.693979,5287.16,5363.24,796.07,1085.01,28893876.0,35547140.0,0.1777,834.86
2025-05-17 21:16:36.693979,5281.19,5357.17,1008.7,978.7,-2999314.0,40013840.0,0.2001,9.0
2025-05-18 21:16:36.693979,5345.07,5421.98,1129.61,1545.78,41616902.0,42344172.0,0.2117,1731.97
2025-05-19 21:16:36.693979,5261.67,5337.37,761.45,1008.41,24695805.0,34765709.0,0.1738,609.88
2025-05-20 21:16:36.693979,5284.36,5360.39,838.34,657.65,-18069021.0,36478727.0,0.1824,326.49
2025-05-21 21:16:36.693979,5356.26,5433.33,1027.14,991.14,-3599874.0,40377880.0,0.2019,12.96
2025-05-22 21:16:36.693979,5251.61,5327.18,688.45,722.15,3370062.0,33057290.0,0.1653,11.36
2025-05-23 21:16:36.693979,5301.2,5377.47,643.77,378.08,-26569741.0,31966572.0,0.1598,705.95
2025-05-24 21:16:36.693979,5283.7,5359.73,932.66,954.26,2160004.0,38476165.0,0.1924,4.67
2025-05-25 21:16:36.693979,5265.0,5340.76,570.8,435.65,-13515338.0,30100340.0,0.1505,182.66
2025-05-26 21:16:36.693979,5319.03,5395.56,537.62,1000.4,46277325.0,29212544.0,0.1461,2141.59
2025-05-27 21:16:36.693979,5276.9,5352.82,476.02,586.34,11032072.0,27487909.0,0.1374,121.71
2025-05-28 21:16:36.693979,5292.58,5368.73,632.85,877.92,24507451.0,31694117.0,0.1585,600.62
2025-05-29 21:16:36.693979,5236.39,5311.73,797.9,788.57,-932997.0,35587965.0,0.1779,0.87
2025-05-30 21:16:36.693979,5250.41,5325.96,912.22,1217.1,30488042.0,38052128.0,0.1903,929.52
2025-05-31 21:16:36.693979,5206.33,5281.24,720.88,1286.4,56552515.0,33826798.0,0.1691,3198.19
2025-06-01 21:16:36.693979,5327.15,5403.8,504.54,903.76,39921960.0,28299464.0,0.1415,1593.76
2025-06-02 21:16:36.693979,5302.12,5378.4,472.31,516.27,4396614.0,27380506.0,0.1369,19.33
2025-06-03 21:16:36.693979,5276.31,5352.23,456.28,611.25,15496573.0,26912001.0,0.1346,240.14
2025-06-04 21:16:36.693979,5370.63,5447.9,831.66,876.75,4508994.0,36333211.0,0.1817,20.33
2025-06-05 21:16:36.693979,5231.69,5306.97,638.95,425.73,-21322424.0,31846644.0,0.1592,454.65
2025-06-06 21:16:36.693979,5218.42,5293.5,314.86,392.58,7772691.0,22355535.0,0.1118,60.41
2025-06-07 21:16:36.693979,5221.86,5297.0,659.46,689.08,2962029.0,32353627.0,0.1618,8.77
2025-06-08 21:16:36.693979,5184.55,5259.15,581.15,428.87,-15227633.0,30371969.0,0.1519,231.88
2025-06-09 21:16:36.693979,5314.14,5390.6,422.45,335.43,-8701278.0,25894949.0,0.1295,75.71
2025-06-10 21:16:36.693979,5176.87,5251.36,380.56,386.16,560641.0,24577640.0,0.1229,0.31
2025-06-11 21:16:36.693979,5161.39,5235.65,492.08,587.13,9505146.0,27947839.0,0.1397,90.35
2025-06-12 21:16:36.693979,5198.51,5273.31,242.52,480.74,23822329.0,19620251.0,0.0981,567.5
2025-06-13 21:16:36.693979,5228.98,5304.22,540.51,490.35,-5016645.0,29290937.0,0.1465,25.17
2025-06-14 21:16:36.693979,5252.08,5327.65,632.51,905.59,27307546.0,31685804.0,0.1584,745.7
2025-06-15 21:16:36.693979,5220.79,5295.91,310.49,382.21,7172420.0,22200008.0,0.111,51.44
2025-06-16 21:16:36.693979,5216.47,5291.53,403.02,264.28,-13874233.0,25292668.0,0.1265,192.49
2025-06-17 21:16:36.693979,5225.94,5301.13,458.62,382.5,-7612333.0,26980895.0,0.1349,57.95
2025-06-18 21:16:36.693979,5278.03,5353.97,558.76,660.88,10211697.0,29781330.0,0.1489,104.28
2025-06-19 21:16:36.693979,5250.89,5326.44,502.49,363.4,-13908849.0,28241843.0,0.1412,193.46
2025-06-20 21:16:36.693979,5166.0,5240.33,555.26,704.35,14909343.0,29687789.0,0.1484,222.29
2025-06-21 21:16:36.693979,5203.25,5278.11,306.69,457.36,15067286.0,22063683.0,0.1103,227.02
2025-06-22 21:16:36.693979,5173.08,5247.51,525.59,359.95,-16564513.0,28883746.0,0.1444,274.38
2025-06-23 21:16:36.693979,5269.99,5345.81,471.55,389.15,-8240781.0,27358674.0,0.1368,67.91
2025-06-24 21:16:36.693979,5199.31,5274.12,555.76,707.25,15149407.0,29701043.0,0.1485,229.5
2025-06-25 21:16:36.693979,5112.53,5186.09,595.9,518.42,-7748583.0,30755167.0,0.1538,60.04
2025-06-26 21:16:36.693979,5156.69,5230.89,188.14,132.39,-5574118.0,17280874.0,0.0864,31.07
2025-06-27 21:16:36.693979,5129.17,5202.97,489.19,384.84,-10434639.0,27865521.0,0.1393,108.88
2025-06-28 21:16:36.693979,5066.77,5139.67,459.32,409.62,-4969822.0,27001564.0,0.135,24.7
2025-06-29 21:16:36.693979,5106.55,5180.03,437.6,154.83,-28276861.0,26355350.0,0.1318,799.58
2025-06-30 21:16:36.693979,5169.11,5243.48,402.27,352.83,-4944317.0,25269079.0,0.1263,24.45
2025-07-01 21:16:36.693979,5180.8,5255.35,358.9,407.09,4818989.0,23868049.0,0.1193,23.22
2025-07-02 21:16:36.693979,5121.75,5195.44,953.43,1102.48,14904836.0,38902143.0,0.1945,222.15
2025-07-03 21:16:36.693979,5066.19,5139.09,689.82,975.41,28558905.0,33090157.0,0.1655,815.61
2025-07-04 21:16:36.693979,5120.54,5194.22,374.79,170.12,-20467641.0,24390828.0,0.122,418.92
2025-07-05 21:16:36.693979,5134.84,5208.72,348.34,209.47,-13886694.0,23514113.0,0.1176,192.84
2025-07-06 21:16:36.693979,5147.09,5221.14,664.81,552.99,-11182023.0,32484612.0,0.1624,125.04
2025-07-07 21:16:36.693979,5143.61,5217.62,468.15,545.01,7686863.0,27259634.0,0.1363,59.09
2025-07-08 21:16:36.693979,5057.39,5130.15,415.54,229.89,-18564725.0,25682467.0,0.1284,344.65
2025-07-09 21:16:36.693979,5032.19,5104.59,520.42,412.73,-10768512.0,28741215.0,0.1437,115.96
2025-07-10 21:16:36.693979,5042.57,5115.12,304.4,104.82,-19958139.0,21981260.0,0.1099,398.33
2025-07-11 21:16:36.693979,4985.52,5057.25,473.98,85.72,-38826195.0,27428943.0,0.1371,1507.47
2025-07-12 21:16:36.693979,5101.93,5175.33,530.65,509.13,-2152617.0,29022552.0,0.1451,4.63
2025-07-13 21:16:36.693979,5077.1,5150.15,433.07,478.85,4578582.0,26218436.0,0.1311,20.96
2025-07-14 21:16:36.693979,5079.13,5152.21,676.71,1109.79,43308136.0,32774168.0,0.1639,1875.59
2025-07-15 21:16:36.693979,5138.63,5212.57,381.22,535.15,15393419.0,24598922.0,0.123,236.96
2025-07-16 21:16:36.693979,5083.92,5157.07,407.38,254.8,-15257693.0,25428908.0,0.1271,232.8
2025-07-17 21:16:36.693979,5034.91,5107.35,363.75,155.15,-20859918.0,24028821.0,0.1201,435.14
2025-07-18 21:16:36.693979,5073.76,5146.76,517.6,523.59,599507.0,28663276.0,0.1433,0.36
2025-07-19 21:16:36.693979,5090.41,5163.65,494.65,686.19,19154063.0,28020786.0,0.1401,366.88
2025-07-20 21:16:36.693979,5002.34,5074.32,429.39,432.15,276524.0,26106863.0,0.1305,0.08
2025-07-21 21:16:36.693979,5140.61,5214.58,750.89,1064.82,31392874.0,34523849.0,0.1726,985.51
2025-07-22 21:16:36.693979,4961.25,5032.63,577.17,780.35,20318031.0,30267749.0,0.1513,412.82
2025-07-23 21:16:36.693979,5129.45,5203.25,341.07,481.77,14069603.0,23267616.0,0.1163,197.95
2025-07-24 21:16:36.693979,5073.79,5146.79,650.55,363.86,-28668594.0,32134283.0,0.1607,821.89
2025-07-25 21:16:36.693979,5028.67,5101.02,660.39,704.62,4423249.0,32376468.0,0.1619,19.57
2025-07-26 21:16:36.693979,4977.25,5048.86,485.78,586.26,10048128.0,27768201.0,0.1388,100.96
2025-07-27 21:16:36.693979,4973.22,5044.78,520.36,490.47,-2989848.0,28739776.0,0.1437,8.94
2025-07-28 21:16:36.693979,5010.63,5082.73,810.45,518.58,-29186934.0,35866747.0,0.1793,851.88
2025-07-29 21:16:36.693979,4933.56,5004.55,587.91,245.67,-34224306.0,30548119.0,0.1527,1171.3
2025-07-30 21:16:36.693979,5023.36,5095.64,377.33,519.55,14222470.0,24473151.0,0.1224,202.28
2025-07-31 21:16:36.693979,5045.28,5117.87,722.42,325.18,-39724317.0,33862947.0,0.1693,1578.02
2025-08-01 21:16:36.693979,4990.99,5062.81,567.71,327.7,-24001762.0,30018884.0,0.1501,576.08
2025-08-02 21:16:36.693979,5010.59,5082.69,846.67,1240.48,39381434.0,36659489.0,0.1833,1550.9
2025-08-03 21:16:36.693979,4963.39,5034.8,757.26,1256.66,49939866.0,34669864.0,0.1733,2493.99
2025-08-04 21:16:36.693979,5078.48,5151.55,943.39,843.79,-9960206.0,38696863.0,0.1935,99.21
2025-08-05 21:16:36.693979,4970.24,5041.75,730.79,923.77,19298013.0,34058478.0,0.1703,372.41
2025-08-06 21:16:36.693979,4925.14,4996.0,837.22,929.59,9236435.0,36454439.0,0.1823,85.31
2025-08-07 21:16:36.693979,4981.63,5053.31,624.27,684.49,6021517.0,31478700.0,0.1574,36.26
2025-08-08 21:16:36.693979,5047.33,5119.95,734.3,802.87,6856863.0,34140337.0,0.1707,47.02
2025-08-09 21:16:36.693979,4863.26,4933.23,880.26,942.52,6226408.0,37379641.0,0.1869,38.77
2025-08-10 21:16:36.693979,4957.78,5029.11,992.38,910.42,-8195843.0,39688850.0,0.1984,67.17
2025-08-11 21:16:36.693979,5007.46,5079.51,712.64,1126.86,41422080.0,33632968.0,0.1682,1715.79
2025-08-12 21:16:36.693979,4956.05,5027.36,875.35,518.36,-35698658.0,37275166.0,0.1864,1274.39
2025-08-13 21:16:36.693979,4886.81,4957.12,975.94,774.31,-20163489.0,39358823.0,0.1968,406.57
2025-08-14 21:16:36.693979,4989.02,5060.81,982.75,603.31,-37943722.0,39495817.0,0.1975,1439.73
2025-08-15 21:16:36.693979,4974.4,5045.97,913.71,900.58,-1312724.0,38083286.0,0.1904,1.72
2025-08-16 21:16:36.693979,4985.75,5057.49,708.63,452.17,-25646410.0,33538215.0,0.1677,657.74
2025-08-17 21:16:36.693979,4947.08,5018.26,673.56,531.84,-14172377.0,32697836.0,0.1635,200.86
2025-08-18 21:16:36.693979,4977.11,5048.73,979.47,612.61,-36686018.0,39429909.0,0.1971,1345.86
2025-08-19 21:16:36.693979,4935.14,5006.15,939.21,745.4,-19381217.0,38611020.0,0.1931,375.63
2025-08-20 21:16:36.693979,5101.11,5174.51,1158.85,1068.77,-9008725.0,42888826.0,0.2144,81.16
2025-08-21 21:16:36.693979,4965.92,5037.37,996.8,847.08,-14972269.0,39777187.0,0.1989,224.17
2025-08-22 21:16:36.693979,4933.8,5004.79,1182.25,1504.87,32261470.0,43319608.0,0.2166,1040.8
2025-08-23 21:16:36.693979,4987.95,5059.72,1354.62,1671.54,31691825.0,46370129.0,0.2319,1004.37
2025-08-24 21:16:36.693979,4962.78,5034.19,1373.09,1635.04,26195331.0,46685175.0,0.2334,686.2
2025-08-25 21:16:36.693979,4833.72,4903.27,1233.79,1737.47,50368155.0,44253710.0,0.2213,2536.95
2025-08-26 21:16:36.693979,4871.13,4941.22,1059.12,1040.57,-1854833.0,41001645.0,0.205,3.44
2025-08-27 21:16:36.693979,4919.18,4989.96,1040.81,1058.48,1766995.0,40645686.0,0.2032,3.12
2025-08-28 21:16:36.693979,4933.87,5004.85,776.62,796.59,1997509.0,35110235.0,0.1756,3.99
2025-08-29 21:16:36.693979,4887.72,4958.04,843.81,1007.13,16332115.0,36597614.0,0.183,266.74
2025-08-30 21:16:36.693979,4921.17,4991.98,1238.98,1452.11,21312494.0,44346771.0,0.2217,454.22
2025-08-31 21:16:36.693979,4920.56,4991.35,1058.26,1294.13,23586916.0,40985085.0,0.2049,556.34
2025-09-01 21:16:36.693979,4948.21,5019.41,999.47,1282.19,28272241.0,39830376.0,0.1992,799.32
2025-09-02 21:16:36.693979,4888.45,4958.79,1382.73,1437.07,5434145.0,46848741.0,0.2342,29.53
2025-09-03 21:16:36.693979,4893.28,4963.69,1377.77,1262.51,-11525973.0,46764714.0,0.2338,132.85
2025-09-04 21:16:36.693979,4955.28,5026.57,1561.39,1362.28,-19911038.0,49783445.0,0.2489,396.45
2025-09-05 21:16:36.693979,4892.4,4962.79,1191.6,1318.17,12657322.0,43490502.0,0.2175,160.21
2025-09-06 21:16:36.693979,4965.89,5037.34,933.09,566.06,-36702758.0,38484989.0,0.1924,1347.09
2025-09-07 21:16:36.693979,4895.96,4966.41,1336.13,1028.5,-30762264.0,46052523.0,0.2303,946.32
2025-09-08 21:16:36.693979,4909.05,4979.68,1137.06,998.09,-13896710.0,42483620.0,0.2124,193.12
2025-09-09 21:16:36.693979,4963.5,5034.91,1230.71,1113.13,-11758150.0,44198445.0,0.221,138.25
2025-09-10 21:16:36.693979,4906.73,4977.33,1578.05,1561.81,-1623619.0,50048360.0,0.2502,2.64
2025-09-11 21:16:36.693979,4872.48,4942.59,1456.87,1767.32,31044991.0,48088433.0,0.2404,963.79
2025-09-12 21:16:36.693979,4958.0,5029.34,1316.12,1485.43,16931309.0,45706383.0,0.2285,286.67
2025-09-13 21:16:36.693979,4940.79,5011.88,1370.3,1875.0,50469545.0,46637830.0,0.2332,2547.17
2025-09-14 21:16:36.693979,4934.46,5005.46,1802.36,2192.55,39019024.0,53487333.0,0.2674,1522.48
2025-09-15 21:16:36.693979,4806.3,4875.46,1241.51,757.92,-48359070.0,44391945.0,0.222,2338.6
2025-09-16 21:16:36.693979,4871.57,4941.66,1248.32,1557.78,30946221.0,44513574.0,0.2226,957.67
2025-09-17 21:16:36.693979,4882.52,4952.77,1675.69,1425.17,-25052068.0,51573448.0,0.2579,627.61
2025-09-18 21:16:36.693979,4891.2,4961.57,1060.03,1555.32,49529050.0,41019375.0,0.2051,2453.13
2025-09-19 21:16:36.693979,4985.77,5057.51,1299.41,840.76,-45864892.0,45415354.0,0.2271,2103.59
2025-09-20 21:16:36.693979,4897.81,4968.28,1381.16,1165.58,-21558477.0,46822202.0,0.2341,464.77
2025-09-21 21:16:36.693979,5027.24,5099.57,1778.29,1145.23,-63305727.0,53128850.0,0.2656,4007.62
2025-09-22 21:16:36.693979,4853.6,4923.43,1426.26,1066.76,-35950671.0,47580555.0,0.2379,1292.45
2025-09-23 21:16:36.693979,4922.15,4992.97,1315.23,1301.6,-1363219.0,45691070.0,0.2285,1.86
2025-09-24 21:16:36.693979,4965.78,5037.23,1754.02,1915.57,16155490.0,52765084.0,0.2638,261.0
2025-09-25 21:16:36.693979,4856.18,4926.05,1332.09,1136.76,-19532947.0,45982848.0,0.2299,381.54
2025-09-26 21:16:36.693979,5018.46,5090.67,1453.75,1603.6,14985290.0,48036801.0,0.2402,224.56
2025-09-27 21:16:36.693979,4953.5,5024.77,1273.07,1734.13,46105583.0,44952730.0,0.2248,2125.72
2025-09-28 21:16:36.693979,4894.76,4965.19,1498.7,2143.2,64450083.0,48773795.0,0.2439,4153.81
2025-09-29 21:16:36.693979,4885.01,4955.3,1338.73,1487.84,14910296.0,46097440.0,0.2305,222.32
2025-09-30 21:16:36.693979,4874.49,4944.62,961.68,710.15,-25152829.0,39070063.0,0.1954,632.66
2025-10-01 21:16:36.693979,4928.22,4999.13,1333.48,1208.02,-12546039.0,46006961.0,0.23,157.4
2025-10-02 21:16:36.693979,5030.08,5102.45,1464.15,1633.78,16962887.0,48208372.0,0.241,287.74
2025-10-03 21:16:36.693979,4914.85,4985.56,1227.58,1622.7,39512582.0,44142206.0,0.2207,1561.24
2025-10-04 21:16:36.693979,4985.3,5057.03,1406.29,1299.92,-10637258.0,47246306.0,0.2362,113.15
2025-10-05 21:16:36.693979,4916.18,4986.91,892.3,1049.02,15671574.0,37634471.0,0.1882,245.6
2025-10-06 21:16:36.693979,4869.52,4939.58,1165.12,1032.49,-13262809.0,43004639.0,0.215,175.9
2025-10-07 21:16:36.693979,4959.79,5031.15,1417.87,1944.91,52704313.0,47440300.0,0.2372,2777.74
2025-10-08 21:16:36.693979,4987.1,5058.86,979.06,972.42,-664478.0,39421633.0,0.1971,0.44
2025-10-09 21:16:36.693979,4911.7,4982.38,985.55,1135.07,14952762.0,39551995.0,0.1978,223.59
2025-10-10 21:16:36.693979,4910.18,4980.83,1009.59,711.79,-29780239.0,40031546.0,0.2002,886.86
2025-10-11 21:16:36.693979,4995.39,5067.27,1011.93,451.81,-56012121.0,40077946.0,0.2004,3137.36
2025-10-12 21:16:36.693979,5047.83,5120.46,1289.15,692.07,-59708539.0,45235791.0,0.2262,3565.11
2025-10-13 21:16:36.693979,5006.65,5078.69,1387.35,1321.98,-6536141.0,46926919.0,0.2346,42.72
2025-10-14 21:16:36.693979,4981.2,5052.87,968.45,1128.63,16018128.0,39207379.0,0.196,256.58
2025-10-15 21:16:36.693979,5029.32,5101.69,787.57,610.12,-17744567.0,35356812.0,0.1768,314.87
2025-10-16 21:16:36.693979,4986.74,5058.49,1058.74,1188.78,13004327.0,40994408.0,0.205,169.11
2025-10-17 21:16:36.693979,4976.1,5047.7,809.76,1098.82,28906027.0,35851640.0,0.1793,835.56
2025-10-18 21:16:36.693979,4928.78,4999.7,863.95,868.94,499410.0,37031708.0,0.1852,0.25
2025-10-19 21:16:36.693979,5018.33,5090.53,883.55,1109.62,22607157.0,37449468.0,0.1872,511.08
2025-10-20 21:16:36.693979,5060.88,5133.7,804.62,913.89,10927085.0,35737594.0,0.1787,119.4
2025-10-21 21:16:36.693979,5014.99,5087.15,838.09,394.88,-44320558.0,36473274.0,0.1824,1964.31
2025-10-22 21:16:36.693979,5024.79,5097.09,972.98,1322.82,34984351.0,39298986.0,0.1965,1223.9
2025-10-23 21:16:36.693979,4994.78,5066.65,744.55,525.83,-21872034.0,34377602.0,0.1719,478.39
2025-10-24 21:16:36.693979,4866.14,4936.15,773.01,1679.2,90619201.0,35028458.0,0.1751,8211.84
2025-10-25 21:16:36.693979,5084.16,5157.31,656.42,536.83,-11959039.0,32279015.0,0.1614,143.02
2025-10-26 21:16:36.693979,4999.17,5071.1,1081.98,1891.16,80918173.0,41441914.0,0.2072,6547.75
2025-10-27 21:16:36.693979,5034.37,5106.81,839.44,989.19,14974985.0,36502738.0,0.1825,224.25
2025-10-28 21:16:36.693979,5033.8,5106.22,824.54,837.76,1322800.0,36177155.0,0.1809,1.75
2025-10-29 21:16:36.693979,5063.23,5136.08,447.27,355.9,-9137038.0,26644952.0,0.1332,83.49
2025-10-30 21:16:36.693979,4984.95,5056.67,863.27,657.41,-20585408.0,37017111.0,0.1851,423.76
2025-10-31 21:16:36.693979,4970.69,5042.21,449.48,544.81,9532425.0,26710801.0,0.1336,90.87
2025-11-01 21:16:36.693979,5007.35,5079.39,682.86,1133.66,45079655.0,32922675.0,0.1646,2032.18
2025-11-02 21:16:36.693979,5077.42,5150.48,607.38,362.85,-24453376.0,31049977.0,0.1552,597.97
2025-11-03 21:16:36.693979,5085.32,5158.48,652.96,801.37,14841144.0,32193801.0,0.161,220.26
