Date,Total_Delta,Total_Gamma,Total_Vega,Total_Theta,Hedge_Shares_Needed,PnL_Delta,PnL_Gamma,PnL_Vega,PnL_Theta,Total_PnL
2025-05-12 21:16:36.693979,450.0,140.0,1270,-53,-450.0,1193.0,492.0,-3450.0,-0.0,-1766.0
2025-05-13 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-3969.0,5446.0,487.0,-0.0,1964.0
2025-05-14 21:16:36.693979,450.0,140.0,1270,-53,-450.0,3859.0,5147.0,-389.0,-0.0,8616.0
2025-05-15 21:16:36.693979,450.0,140.0,1270,-53,-450.0,6092.0,12829.0,-208.0,-0.0,18713.0
2025-05-16 21:16:36.693979,450.0,140.0,1270,-53,-450.0,123.0,5.0,479.0,-0.0,607.0
2025-05-17 21:16:36.693979,450.0,140.0,1270,-53,-450.0,8343.0,24061.0,-1287.0,-0.0,31117.0
2025-05-18 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-4381.0,6636.0,-1274.0,-0.0,980.0
2025-05-19 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-2990.0,3090.0,2717.0,-0.0,2817.0
2025-05-20 21:16:36.693979,450.0,140.0,1270,-53,-450.0,5155.0,9184.0,-2155.0,-0.0,12184.0
2025-05-21 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-5404.0,10095.0,710.0,-0.0,5401.0
2025-05-22 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-8159.0,23009.0,-1382.0,-0.0,13469.0
2025-05-23 21:16:36.693979,450.0,140.0,1270,-53,-450.0,12105.0,50650.0,-1168.0,-0.0,61586.0
2025-05-24 21:16:36.693979,450.0,140.0,1270,-53,-450.0,8592.0,25519.0,2391.0,-0.0,36502.0
2025-05-25 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-6601.0,15063.0,-1695.0,-0.0,6766.0
2025-05-26 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-2485.0,2135.0,-2074.0,-0.0,-2424.0
2025-05-27 21:16:36.693979,450.0,140.0,1270,-53,-450.0,1089.0,410.0,-392.0,-0.0,1108.0
2025-05-28 21:16:36.693979,450.0,140.0,1270,-53,-450.0,3245.0,3641.0,2661.0,-0.0,9547.0
2025-05-29 21:16:36.693979,450.0,140.0,1270,-53,-450.0,7357.0,18712.0,932.0,-0.0,27001.0
2025-05-30 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-17694.0,108230.0,845.0,-0.0,91380.0
2025-05-31 21:16:36.693979,450.0,140.0,1270,-53,-450.0,15504.0,83088.0,-5735.0,-0.0,92857.0
2025-06-01 21:16:36.693979,450.0,140.0,1270,-53,-450.0,6204.0,13307.0,-304.0,-0.0,19208.0
2025-06-02 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-7648.0,20220.0,1526.0,-0.0,14098.0
2025-06-03 21:16:36.693979,450.0,140.0,1270,-53,-450.0,15387.0,81847.0,1477.0,-0.0,98711.0
2025-06-04 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-3341.0,3858.0,-1797.0,-0.0,-1280.0
2025-06-05 21:16:36.693979,450.0,140.0,1270,-53,-450.0,1302.0,586.0,1663.0,-0.0,3551.0
2025-06-06 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-3483.0,4195.0,-553.0,-0.0,158.0
2025-06-07 21:16:36.693979,450.0,140.0,1270,-53,-450.0,25398.0,222983.0,2055.0,-0.0,250436.0
2025-06-08 21:16:36.693979,450.0,140.0,1270,-53,-450.0,10351.0,37038.0,-2782.0,-0.0,44607.0
2025-06-09 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-6365.0,14003.0,142.0,-0.0,7781.0
2025-06-10 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-9010.0,28064.0,3049.0,-0.0,22102.0
2025-06-11 21:16:36.693979,450.0,140.0,1270,-53,-450.0,12693.0,55691.0,-1016.0,-0.0,67368.0
2025-06-12 21:16:36.693979,450.0,140.0,1270,-53,-450.0,16055.0,89106.0,-8.0,-0.0,105153.0
2025-06-13 21:16:36.693979,450.0,140.0,1270,-53,-450.0,23305.0,187738.0,276.0,-0.0,211318.0
2025-06-14 21:16:36.693979,450.0,140.0,1270,-53,-450.0,5186.0,9296.0,2667.0,-0.0,17148.0
2025-06-15 21:16:36.693979,450.0,140.0,1270,-53,-450.0,11499.0,45706.0,973.0,-0.0,58177.0
2025-06-16 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-1270.0,558.0,979.0,-0.0,267.0
2025-06-17 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-7346.0,18652.0,290.0,-0.0,11596.0
2025-06-18 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-9984.0,34456.0,-3393.0,-0.0,21079.0
2025-06-19 21:16:36.693979,450.0,140.0,1270,-53,-450.0,454.0,71.0,2405.0,-0.0,2929.0
2025-06-20 21:16:36.693979,450.0,140.0,1270,-53,-450.0,8332.0,23999.0,-156.0,-0.0,32175.0
2025-06-21 21:16:36.693979,450.0,140.0,1270,-53,-450.0,15723.0,85455.0,-1084.0,-0.0,100094.0
2025-06-22 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-17260.0,102986.0,-4157.0,-0.0,81569.0
2025-06-23 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-10631.0,39066.0,1556.0,-0.0,29991.0
2025-06-24 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-5713.0,11283.0,878.0,-0.0,6448.0
2025-06-25 21:16:36.693979,450.0,140.0,1270,-53,-450.0,14817.0,75887.0,-2096.0,-0.0,88608.0
2025-06-26 21:16:36.693979,450.0,140.0,1270,-53,-450.0,4306.0,6411.0,1027.0,-0.0,11744.0
2025-06-27 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-7747.0,20744.0,2580.0,-0.0,15577.0
2025-06-28 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-2589.0,2318.0,-731.0,-0.0,-1003.0
2025-06-29 21:16:36.693979,450.0,140.0,1270,-53,-450.0,19005.0,124849.0,996.0,-0.0,144850.0
2025-06-30 21:16:36.693979,450.0,140.0,1270,-53,-450.0,8328.0,23973.0,2581.0,-0.0,34881.0
2025-07-01 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-5854.0,11847.0,2381.0,-0.0,8374.0
2025-07-02 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-4517.0,7053.0,-1038.0,-0.0,1498.0
2025-07-03 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-2448.0,2072.0,-1185.0,-0.0,-1562.0
2025-07-04 21:16:36.693979,450.0,140.0,1270,-53,-450.0,7399.0,18926.0,509.0,-0.0,26835.0
2025-07-05 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-4421.0,6756.0,1285.0,-0.0,3620.0
2025-07-06 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-2477.0,2120.0,-625.0,-0.0,-982.0
2025-07-07 21:16:36.693979,450.0,140.0,1270,-53,-450.0,438.0,66.0,883.0,-0.0,1387.0
2025-07-08 21:16:36.693979,450.0,140.0,1270,-53,-450.0,3509.0,4255.0,-692.0,-0.0,7072.0
2025-07-09 21:16:36.693979,450.0,140.0,1270,-53,-450.0,7624.0,20093.0,-424.0,-0.0,27293.0
2025-07-10 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-5895.0,12012.0,-2797.0,-0.0,3320.0
2025-07-11 21:16:36.693979,450.0,140.0,1270,-53,-450.0,8849.0,27066.0,24.0,-0.0,35938.0
2025-07-12 21:16:36.693979,450.0,140.0,1270,-53,-450.0,1898.0,1245.0,1992.0,-0.0,5135.0
2025-07-13 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-4297.0,6382.0,-2618.0,-0.0,-533.0
2025-07-14 21:16:36.693979,450.0,140.0,1270,-53,-450.0,628.0,136.0,587.0,-0.0,1351.0
2025-07-15 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-2366.0,1935.0,2807.0,-0.0,2376.0
2025-07-16 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-22375.0,173069.0,2134.0,-0.0,152827.0
2025-07-17 21:16:36.693979,450.0,140.0,1270,-53,-450.0,7120.0,17526.0,870.0,-0.0,25516.0
2025-07-18 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-30023.0,311591.0,2446.0,-0.0,284013.0
2025-07-19 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-9238.0,29500.0,-967.0,-0.0,19295.0
2025-07-20 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-1535.0,815.0,776.0,-0.0,55.0
2025-07-21 21:16:36.693979,450.0,140.0,1270,-53,-450.0,5755.0,11448.0,1701.0,-0.0,18904.0
2025-07-22 21:16:36.693979,450.0,140.0,1270,-53,-450.0,7343.0,18637.0,482.0,-0.0,26462.0
2025-07-23 21:16:36.693979,450.0,140.0,1270,-53,-450.0,3743.0,4844.0,-2078.0,-0.0,6509.0
2025-07-24 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-6759.0,15793.0,1706.0,-0.0,10740.0
2025-07-25 21:16:36.693979,450.0,140.0,1270,-53,-450.0,7535.0,19626.0,1379.0,-0.0,28539.0
2025-07-26 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-4630.0,7409.0,1734.0,-0.0,4514.0
2025-07-27 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-10451.0,37758.0,2052.0,-0.0,29359.0
2025-07-28 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-2348.0,1906.0,3208.0,-0.0,2766.0
2025-07-29 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-13693.0,64814.0,3359.0,-0.0,54480.0
2025-07-30 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-3253.0,3658.0,-723.0,-0.0,-318.0
2025-07-31 21:16:36.693979,450.0,140.0,1270,-53,-450.0,1754.0,1063.0,-1328.0,-0.0,1488.0
2025-08-01 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-651.0,146.0,-1405.0,-0.0,-1910.0
2025-08-02 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-6310.0,13762.0,928.0,-0.0,8379.0
2025-08-03 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-8114.0,22759.0,-1463.0,-0.0,13181.0
2025-08-04 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-12355.0,52768.0,-960.0,-0.0,39452.0
2025-08-05 21:16:36.693979,450.0,140.0,1270,-53,-450.0,11804.0,48168.0,-1612.0,-0.0,58361.0
2025-08-06 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-6585.0,14988.0,369.0,-0.0,8773.0
2025-08-07 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-3337.0,3850.0,4245.0,-0.0,4757.0
2025-08-08 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-1463.0,740.0,639.0,-0.0,-85.0
2025-08-09 21:16:36.693979,450.0,140.0,1270,-53,-450.0,8494.0,24940.0,1761.0,-0.0,35195.0
2025-08-10 21:16:36.693979,450.0,140.0,1270,-53,-450.0,2100.0,1524.0,-307.0,-0.0,3316.0
2025-08-11 21:16:36.693979,450.0,140.0,1270,-53,-450.0,18216.0,114707.0,-190.0,-0.0,132733.0
2025-08-12 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-3975.0,5463.0,-1230.0,-0.0,257.0
2025-08-13 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-15541.0,83492.0,1565.0,-0.0,69516.0
2025-08-14 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-21133.0,154376.0,-11.0,-0.0,133232.0
2025-08-15 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-1844.0,1175.0,4267.0,-0.0,3598.0
2025-08-16 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-16485.0,93938.0,-1717.0,-0.0,75737.0
2025-08-17 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-1225.0,519.0,-376.0,-0.0,-1083.0
2025-08-18 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-4946.0,8456.0,-154.0,-0.0,3356.0
2025-08-19 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-11336.0,44422.0,680.0,-0.0,33766.0
2025-08-20 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-20893.0,150900.0,-49.0,-0.0,129958.0
2025-08-21 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-5403.0,10092.0,1936.0,-0.0,6625.0
2025-08-22 21:16:36.693979,450.0,140.0,1270,-53,-450.0,15798.0,86271.0,-631.0,-0.0,101438.0
2025-08-23 21:16:36.693979,450.0,140.0,1270,-53,-450.0,12517.0,54155.0,-602.0,-0.0,66069.0
2025-08-24 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-8695.0,26135.0,3326.0,-0.0,20766.0
2025-08-25 21:16:36.693979,450.0,140.0,1270,-53,-450.0,4687.0,7594.0,8.0,-0.0,12289.0
2025-08-26 21:16:36.693979,450.0,140.0,1270,-53,-450.0,6185.0,13222.0,522.0,-0.0,19929.0
2025-08-27 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-623.0,134.0,-2527.0,-0.0,-3016.0
2025-08-28 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-2435.0,2049.0,1187.0,-0.0,802.0
2025-08-29 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-1105.0,422.0,1719.0,-0.0,1036.0
2025-08-30 21:16:36.693979,450.0,140.0,1270,-53,-450.0,3453.0,4121.0,-1673.0,-0.0,5901.0
2025-08-31 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-11873.0,48726.0,-299.0,-0.0,36554.0
2025-09-01 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-4718.0,7695.0,641.0,-0.0,3617.0
2025-09-02 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-6463.0,14440.0,-1172.0,-0.0,6804.0
2025-09-03 21:16:36.693979,450.0,140.0,1270,-53,-450.0,9478.0,31051.0,282.0,-0.0,40811.0
2025-09-04 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-6325.0,13827.0,34.0,-0.0,7536.0
2025-09-05 21:16:36.693979,450.0,140.0,1270,-53,-450.0,12410.0,53239.0,560.0,-0.0,66209.0
2025-09-06 21:16:36.693979,450.0,140.0,1270,-53,-450.0,5337.0,9845.0,-1433.0,-0.0,13748.0
2025-09-07 21:16:36.693979,450.0,140.0,1270,-53,-450.0,9238.0,29499.0,4416.0,-0.0,43153.0
2025-09-08 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-7123.0,17540.0,-2252.0,-0.0,8165.0
2025-09-09 21:16:36.693979,450.0,140.0,1270,-53,-450.0,1580.0,863.0,1668.0,-0.0,4110.0
2025-09-10 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-823.0,234.0,-2006.0,-0.0,-2595.0
2025-09-11 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-977.0,330.0,1139.0,-0.0,492.0
2025-09-12 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-3663.0,4639.0,1157.0,-0.0,2132.0
2025-09-13 21:16:36.693979,450.0,140.0,1270,-53,-450.0,10482.0,37983.0,458.0,-0.0,48923.0
2025-09-14 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-252.0,22.0,1580.0,-0.0,1350.0
2025-09-15 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-7705.0,20521.0,-1819.0,-0.0,10998.0
2025-09-16 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-2399.0,1990.0,-937.0,-0.0,-1347.0
2025-09-17 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-7230.0,18070.0,3487.0,-0.0,14327.0
2025-09-18 21:16:36.693979,450.0,140.0,1270,-53,-450.0,19548.0,132092.0,-674.0,-0.0,150965.0
2025-09-19 21:16:36.693979,450.0,140.0,1270,-53,-450.0,825.0,236.0,-358.0,-0.0,703.0
2025-09-20 21:16:36.693979,450.0,140.0,1270,-53,-450.0,9967.0,34344.0,2487.0,-0.0,46798.0
2025-09-21 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-15995.0,88443.0,907.0,-0.0,73354.0
2025-09-22 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-11761.0,47818.0,3350.0,-0.0,39406.0
2025-09-23 21:16:36.693979,450.0,140.0,1270,-53,-450.0,3962.0,5427.0,-1568.0,-0.0,7820.0
2025-09-24 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-2172.0,1631.0,-551.0,-0.0,-1092.0
2025-09-25 21:16:36.693979,450.0,140.0,1270,-53,-450.0,4726.0,7721.0,1985.0,-0.0,14431.0
2025-09-26 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-10334.0,36915.0,3503.0,-0.0,30083.0
2025-09-27 21:16:36.693979,450.0,140.0,1270,-53,-450.0,14451.0,72191.0,-1667.0,-0.0,84974.0
2025-09-28 21:16:36.693979,450.0,140.0,1270,-53,-450.0,655.0,148.0,3259.0,-0.0,4062.0
2025-09-29 21:16:36.693979,450.0,140.0,1270,-53,-450.0,11096.0,42562.0,-641.0,-0.0,53017.0
2025-09-30 21:16:36.693979,450.0,140.0,1270,-53,-450.0,7329.0,18568.0,5710.0,-0.0,31607.0
2025-10-01 21:16:36.693979,450.0,140.0,1270,-53,-450.0,946.0,310.0,-1205.0,-0.0,51.0
2025-10-02 21:16:36.693979,450.0,140.0,1270,-53,-450.0,1552.0,832.0,470.0,-0.0,2854.0
2025-10-03 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-4721.0,7704.0,841.0,-0.0,3824.0
2025-10-04 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-11290.0,44059.0,-1268.0,-0.0,31501.0
2025-10-05 21:16:36.693979,450.0,140.0,1270,-53,-450.0,6824.0,16098.0,-3343.0,-0.0,19579.0
2025-10-06 21:16:36.693979,450.0,140.0,1270,-53,-450.0,8129.0,22840.0,-3833.0,-0.0,27135.0
2025-10-07 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-15582.0,83930.0,-951.0,-0.0,67397.0
2025-10-08 21:16:36.693979,450.0,140.0,1270,-53,-450.0,2582.0,2304.0,2525.0,-0.0,7410.0
2025-10-09 21:16:36.693979,450.0,140.0,1270,-53,-450.0,519.0,93.0,-470.0,-0.0,142.0
2025-10-10 21:16:36.693979,450.0,140.0,1270,-53,-450.0,5216.0,9406.0,-1659.0,-0.0,12963.0
2025-10-11 21:16:36.693979,450.0,140.0,1270,-53,-450.0,1255.0,544.0,-2285.0,-0.0,-486.0
2025-10-12 21:16:36.693979,450.0,140.0,1270,-53,-450.0,743.0,191.0,-247.0,-0.0,687.0
2025-10-13 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-7238.0,18112.0,314.0,-0.0,11187.0
2025-10-14 21:16:36.693979,450.0,140.0,1270,-53,-450.0,1427.0,704.0,2239.0,-0.0,4370.0
2025-10-15 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-14451.0,72186.0,-145.0,-0.0,57590.0
2025-10-16 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-6842.0,16184.0,1657.0,-0.0,10998.0
2025-10-17 21:16:36.693979,450.0,140.0,1270,-53,-450.0,6785.0,15915.0,968.0,-0.0,23667.0
2025-10-18 21:16:36.693979,450.0,140.0,1270,-53,-450.0,-6334.0,13871.0,1687.0,-0.0,9223.0
